IBGE;UF;MUNICIPIO;CNES;NOME FANTASIA;RAZAO SOCIAL;CNPJ PROPRIO;CNPJ MANTENEDORA;TIPO GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP;LATITUDE;LONGITUDE
330580;RJ;TERESOPOLIS;3612651;GELSOMINA ANGELINA MARTINS COSTA PEREIRA;GELSOMINA ANGELINA MARTINS COSTA PEREIRA;;;M;AV DELFIM MOREIRA;598;VARZEA;25953235;-22.41203;-42.96603
330580;RJ;TERESOPOLIS;3613313;SERGIO FERNANDO BARROS DE BRITO;SERGIO FERNANDO BARROS DE BRITO;;;M;RUA PREF SEBASTIAO TEIXEIRA;20;VARZEA;25953200;-22.41289;-42.96507
330580;RJ;TERESOPOLIS;3613364;PEDRO HENRIQUE NETTO CEZAR;PEDRO HENRIQUE NETTO CEZAR;;;M;AV LUCIO MEIRA;330;VARZEA;25953001;-22.41190;-42.96878
330580;RJ;TERESOPOLIS;3613712;VALERIA SCOGNAMIGLIO;VALERIA SCOGNAMIGLIO;;;M;AV LUCIO MEIRA;100;VARZEA;25953000;-22.41360;-42.97002
330340;RJ;NOVA FRIBURGO;3613801;CONSULTORIO DA DR MARIA CELINA POLITO;MARIA CELINA POLITO;;;M;R DR ERNESTO BRASILIO;45;CENTRO;28610120;-22.282;-42.531
330340;RJ;NOVA FRIBURGO;3613917;JOAO ALBERTO MADEIRA;JOAO ALBERTO MADEIRA;;;M;RUA GENERAL OSORIO;4;CENTRO;28625630;-22.27002;-42.53358
330340;RJ;NOVA FRIBURGO;3615103;HEBERT CAMPANATI RIBEIRO;HEBERT CAMPANATI RIBEIRO;;;M;RUA PORTUGAL;40;CENTRO;28610000;-22.28036;-42.53268
330580;RJ;TERESOPOLIS;3615294;ANA LUCIA SILVA CAVALCANTE;ANA LUCIA SILVA CAVALCANTE;;;M;AV LUCIO MEIRA;100;VARZEA;25953000;-22.40760;-42.96579
330580;RJ;TERESOPOLIS;3615316;CLINICA DE TRATAMENTO NATURAL;CLINICA DE TRATAMENTO NATURAL;28449932000135;;M;RUA FRANCISCO SA;52;VARZEA;25953010;-22.40995;-42.96894
330580;RJ;TERESOPOLIS;3615669;SERGIO PETTENDORFER;SERGIO PETTENDORFER;;;M;AV LUCIO MEIRA;211;VARZEA;25953001;-22.41269;-42.96951
330580;RJ;TERESOPOLIS;3615677;ANTONIO CARLOS FROES DE SOUZA;DR ANTONIO CARLOS FROES DE SOUZA;;;M;AV LUCIO MEIRA;670;VARZEA;25953003;-22.40760;-42.96579
330580;RJ;TERESOPOLIS;3615707;GETULIO TAHER KHADER;GETULIO TAHER KHADER;;;M;RUA FRANCISCO SA;163;VARZEA;25953011;-22.41006;-42.96881
330580;RJ;TERESOPOLIS;3615782;CLAUDIA REGINA CALHEIROS ESTEVES;CLAUDIA REGINA CALHEIROS ESTEVES;;;M;AV LUCIO MEIRA;260;VARZEA;25953011;-22.40760;-42.96579
330580;RJ;TERESOPOLIS;3615790;MARCOS FILGUEIRAS;MARCOS FILGUEIRAS;;;M;RUA PREF SEBASTIAO TEIXEIRA;20;VARZEA;25953200;-22.41289;-42.96507
330580;RJ;TERESOPOLIS;3615995;FERNANDO MUNAIAR CORREA;FERNANDO MUNAIAR CORREA;;;M;RUA FRANCISCO SA;336;VARZEA;25953010;-22.41022;-42.96862
330580;RJ;TERESOPOLIS;3616045;PAULO JOSE GAMA DE BARROS;PAULO JOSE GAMA DE BARROS;;;M;AV LUCIO MEIRA;670;VARZEA;25953001;-22.40947;-42.96693
330490;RJ;SAO GONCALO;2291592;USF JUVENIL FRANCISCO RIBEIRO;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;;28636579000950;M;ESTRADA DA BRASILEIA;S/N;ZUMBI;24417320;-22.827;-43.054
330610;RJ;VALENCA;3931277;ELOISI DANTAS JANNUZZI;ELOISI DANTAS JANNUZZI;;;M;RUA RAPHAEL JANNUZZI ED SHOPPING 99;15;CENTRO;27600000;-22.24558;-43.70166
330390;RJ;PETROPOLIS;2275422;AMBULATORIO ESCOLA;FUNDACAO OCTACILIO GUALBERTO;34034959000321;;M;RUA HIVIO NALIATO;1;SAMAMBAIA;25710190;-22.505;-43.179
330430;RJ;RIO BONITO;5462959;ESF BOA ESPERANCA;SECRETARIA MUNICIPAL DE SAUDE DE RIO BONITO;;28741072000109;M;RUA ENILTON ALVES DE FIGUEIREDO;S/N;BOA ESPERANCA;28800000;-22.78916;-42.53850
330630;RJ;VOLTA REDONDA;0024678;UBSF BELO HORIZONTE EDITH RODRIGUES DE SOUZA;SECRETARIA MUNICIPAL DE SAUDE PMVR;;36504470000130;M;RUA NESTORIO;311;BELO HORIZONTE;27281030;-22.523;-44.104
330370;RJ;PARAIBA DO SUL;2696967;FARMACIA GERAL MUNICIPAL;SECRETARIA MUNICIPAL DE SAUDE DE PARAIBA DO SUL;;29138385000806;M;PRACA GARCIA;79;CENTRO;25850000;-22.16374;-43.29169
330120;RJ;CARMO;2271664;ESF BOTAFOGO;SECRETARIA MUNICIPAL DE SAUDE DE CARMO;;29128741002005;M;PRACA OSMAR RIBEIRO;42;BOTAFOGO;28640000;-21.94071;-42.60537
330320;RJ;NILOPOLIS;2290642;POSTO MEDICO SANITARIO CABRAL;NILOPOLIS PREFEITURA;;29138286000409;M;RUA ROLDAO GONCALVES;S/N;CABRAL;26515020;-22.82166;-43.42322
330170;RJ;DUQUE DE CAXIAS;2295814;UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO DA SERRA;MUNICIPIO DE DUQUE DE CAXIAS;;29138328000150;M;RUA PANTHIO;09;SANTO ANTONIO SERRA;25070260;-22.60424;-43.27518
330250;RJ;MAGE;5483166;CONSULTORIO ODONTOLOGICO CHRISTIANE ALVARENGA ASSIS;CONSULTORIO ODONTOLOGICO CHRISTIANE ALVARENGA ASSIS;;;M;RUA PAULO TEIXEIRA DOS SANTOS;22;CENTRO;25900082;-22.65580;-43.03612
330270;RJ;MARICA;2266873;POSTO DE SAUDE INOA;MUNICIPIO DE MARICA;;29131075000193;M;ROD AMARAL PEIXOTO;S/N;INOA;24942375;-22.92709;-42.93800
330040;RJ;BARRA MANSA;2279738;USF AMELIA LEONARDA P FEITOSA SIDERLANDIA;PREFEITURA MUNICIPAL DE BARRA MANSA;;28695658000184;M;RUA MINISTRO AMARAL PEIXOTO;2950;SIDERLANDIA;27365010;-22.53675;-44.19394
330290;RJ;MIGUEL PEREIRA;2283115;UNIDADE MUNICIPAL DE SAUDE AUGUSTO JOSE DOS SANTOS;SECRETARIA MUNICIPAL DE SAUDE DE MIGUEL PEREIRA;;32415283000129;M;EST ENG BELFOR;S/N;FRANCISCO FRAGOSO;26900000;-22.48831;-43.47326
330100;RJ;CAMPOS DOS GOYTACAZES;5635519;ELISABETE BASTOS;ELISABETE BASTOS;;;M;PRACA SAO SALVADOR;21;CENTRO;28010000;-21.75500;-41.32305
330350;RJ;NOVA IGUACU;3213072;MARISE BUSINARO FERNANDES;MARISE BUSINARO FERNANDES;;;M;RUA OTAVIO TARQUINIO;74;CENTRO;26210172;-22.759;-43.451
330340;RJ;NOVA FRIBURGO;5694728;CONSULTORIO BARBARA ANNE JESSOP GIN;BARBARA ANNE JESSOP GIN;;;M;RUA PORTUGAL;40;CENTRO;28610100;-22.28036;-42.53268
330390;RJ;PETROPOLIS;5695775;FISIOTERAPIA JACILEA IMBROISI SC LTDA;FISIOTERAPIA JACILEA IMBROISI SC LTDA;31996796000108;;M;RUA GONCALVES DIAS;657;VALPARAISO;25655122;-22.51687;-43.19148
330100;RJ;CAMPOS DOS GOYTACAZES;3931560;CEMIN;POLICLINICA TODOS OS SANTOS LTDA;30409403000150;;M;RUA MAL DEODORO;130;CENTRO;28010280;-21.76229;-41.32182
330200;RJ;ITAGUAI;3932257;COTI CENTRO ORTOPEDICO E TRAUMATOLOGICO DE ITAGUAI;TRAUMA RIO CLINICA ORTOPEDICA LTDA;68630896000126;;M;RUA AMELIA LOUZADA;250;CENTRO;23815180;-22.86796;-43.77810
330120;RJ;CARMO;2271621;POSTO DE SAUDE CORREGO DA PRATA;SECRETARIA MUNICIPAL DE SAUDE DE CARMO;;29128741002005;M;RUA BENFICA;48;CORREGO DA PRATA;28640000;-21.93256;-42.61246
330040;RJ;BARRA MANSA;2279959;USF INTEGRADA TANCREDO NEVE PITEIRAS;PREFEITURA MUNICIPAL DE RIO CLARO;;28695658000184;M;RUA JOAO BARIZON;S/N;PITEIRAS;27331410;-22.55329;-44.15094
330350;RJ;NOVA IGUACU;2284227;CLINICA DA FAMILIA ERALDO SARDINHA;MUNICIPIO DE NOVA IGUACU;;29138278000705;M;RUA MOTORISTA LUIZ CARLOS GOMES;45;CACUIA;26210012;-22.73204;-43.50078
330500;RJ;SAO JOAO DA BARRA;2296039;UNIDADE MISTA DE SAUDE DE BARCELOS;MUNICIPIO DE SAO JOAO DA BARRA;;29116902000170;M;RUA RICARDO COLARES QUITETE;S/N;BARCELOS;28200000;-21.64;-41.051
330225;RJ;ITATIAIA;3013049;CONSULTORIO ODONTOLOGICO FERNANDO OTAVIO XAVIER;SECRETARIA MUNICIPAL DE SAUDE DE ITATIAIA;;31846892000170;M;RUA SPORT CLUB;S/N;PENEDO;27580000;-22.49230;-44.56817
330475;RJ;SAO FRANCISCO DE ITABAPOANA;2291487;UBS RAPHAEL NOLASCO MOREIRA;MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA;;01623783000122;M;ESTRADA NOVA BELEM;S/N;CARRAPATO;28230000;-21.47;-41.119
330093;RJ;CARAPEBUS;2295660;PSF CAPELINHA;SECRETARIA MUNICIPAL DE SAUDE DE CARAPEBUS;;01609497000102;M;ESTRADA CAPELINHA;S/N;CAPELINHA DO AMPARO;27998000;-22.18860;-41.66304
330475;RJ;SAO FRANCISCO DE ITABAPOANA;2291363;UBS BUENA;MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA;;01623783000122;M;ESTRADA DA INB;S/N;BUENA;28230000;-21.47;-41.119
330300;RJ;MIRACEMA;2285827;USF EDSON ALVIM BASTOS;MUNICIPIO DE MIRACEMA;;29114121000146;M;RUA CEL PEDRO BASTOS;S/N;VENDA DAS FLORES;28460000;-21.33490;-42.13736
330300;RJ;MIRACEMA;2285886;POSTO DE SAUDE IRINEU SODRE;MUNICIPIO DE MIRACEMA;;29114121000146;M;AV NILO PECANHA;59;CENTRO;28460000;-22.38463;-41.84676
330300;RJ;MIRACEMA;2285916;CASA DE SAUDE E MATERNIDADE SAO SEBASTIAO;ORGANIZACOES MEDICAS NORTE FLUMINENSE LTDA;29856556000166;;M;AV NILO PECANHA;119;CENTRO;28460000;-21.42665;-42.20139
330300;RJ;MIRACEMA;2285932;HOSPITAL DE MIRACEMA;HOSPITAL DE MIRACEMA;29856499000115;;M;RUA JOSE MONTEIRO DE BARROS;500;HOSPITAL;28460000;-21.41017;-42.20259
330330;RJ;NITEROI;5419697;DASA MEDIMAGEM ICARAI 511 66;DIAGNOSTICOS DA AMERICA SA;61486650033510;;M;RUA FRANCISCO DUTRA;66;ICARAI;24220150;-22.90701;-43.10065
330330;RJ;NITEROI;5419735;L R DIAGNOSTICOS SERGIO FRANCO;L R SERVICOS DIAGNOSTICOS LTDA;02966443000167;;M;FRANCISCO DA CRUZ NUNES;6723;ITAIPU;24340000;-22.95580;-43.02811
330330;RJ;NITEROI;5421012;DASA MEDIMAGEM ICARAI 509;DIAGNOSTICOS DA AMERICA SA;61486650033600;;M;AVENIDA ROBERTO SILVEIRA;497;ICARAI;24230153;-22.883;-43.104
330455;RJ;RIO DE JANEIRO;5423430;SMS CAPSI MARIA CLARA MACHADO AP 32;SMS RIO CAPSI MARIA CLARA MACHADO AP 32;;29468055000102;M;RUA HONORIO;461;TODOS OS SANTOS;20771420;-22.89104;-43.31109
330455;RJ;RIO DE JANEIRO;5423996;SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 21;SMS RIO COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 21;;29468055000102;M;AVENIDA VENCESLAU BRAS;65;BOTAFOGO;22290140;-22.95295;-43.17522
330580;RJ;TERESOPOLIS;5426707;WASHINGTON SERGIO GONCALVES MILEZI;WASHINGTON SERGIO GONCALVES MILEZI;;;M;AV LUCIO MEIRA;36;VARZEA;25953003;-22.41407;-42.97037
330100;RJ;CAMPOS DOS GOYTACAZES;5428092;CAPSI JOAO CASTELO BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;;29247491000151;M;RUA DR JOAO BARRETO;70;PQ ROSARIO;28027070;-21.75887;-41.31585
330040;RJ;BARRA MANSA;5429080;FLAVIO LUIZ SAEGER;FLAVIO LUIZ SAEGER;;;M;AV JOAQUIM LEITE;01;CENTRO;27330041;-22.54596;-44.16798
330455;RJ;RIO DE JANEIRO;5431492;CLINICA SAUDE ORAL;CLINICA SAUDE ORAL EIRELI ME;05583635000182;;M;AV DAS AMERICAS;3500;BARRA DA TIJUCA;22640102;-22.90698;-43.17693
330350;RJ;NOVA IGUACU;5434629;MARIA LUZIA GOMES DE JESUS;MARIA LUZIA GOMES DE JESUS;;;M;AVENIDA GETULIO VARGAS;87;CENTRO;26250100;-22.76168;-43.45036
330390;RJ;PETROPOLIS;5435439;ANTONIO PAULO RIBEIRO DA CRUZ MILOSKI;ANTONIO PAULO RIBEIRO DA CRUZ MILOSKI;;;M;RUA DOUTOR ALENCAR LIMA;35;CENTRO;25620050;-22.51088;-43.17857
330411;RJ;PORTO REAL;5438918;SEGOB;SEGOB SERVICO ESPECIALIZADO DE GINECOLOGIA E OBSTETRICIA;05780258000171;;M;ESTRADA FLORIANO PORTO REAL;1788;CENTRO;27570000;-22.42724;-44.30691
330455;RJ;RIO DE JANEIRO;5439027;DERMAGRUPO SERVICOS MEDICOS;DERMAGRUPO SERVICOS MEDICOS LTDA;07673302000170;;M;AV PADRE LEONEL FRANCA;110;GAVEA;22451000;-22.97862;-43.22773
330580;RJ;TERESOPOLIS;5439809;IOLANDA MARIA NUNES ALVES;IOLANDA MARIA NUNES ALVES;;;M;AV LUCIO MEIRA;100;VARZEA;25953001;-22.41360;-42.97002
330580;RJ;TERESOPOLIS;5441692;LIVANEA MACHADO RIBEIRO;LIVANEA MACHADO RIBEIRO;;;M;AV LUCIO MEIRA;100;VARZEA;25953001;-22.41360;-42.97002
330390;RJ;PETROPOLIS;5441870;CAPS II NISE DA SILVEIRA;MUNICIPIO DE PETROPOLIS;;29138344000143;M;RUA MONTECASEROS;576;CENTRO;25680004;-22.50604;-43.18905
330390;RJ;PETROPOLIS;5444276;ULTRASCAN;ULTRASCAN SERVICO DE IMAGEM LTDA;36519791000108;;M;AVENIDA PORTUGAL;236;VALPARAISO;25655374;-22.52069;-43.19522
330510;RJ;SAO JOAO DE MERITI;5445736;CRISTINA ANUDA BRUM DO NASCIMENTO;CRISTINA ANUDA BRUM DO NASCIMENTO;;;M;AV GETULIO DE MOURA;1715;VILA TIRADENTES;25520661;-22.804;-43.372
330630;RJ;VOLTA REDONDA;5446376;UBSF EUCALIPTAL ADALZIRA TERTULIANO;SECRETARIA MUNICIPAL DE SAUDE PMVR;;36504470000130;M;RUA VEREADOR RAIMUNDO DIOGO;341;EUCALIPTAL;27263090;-22.523;-44.104
330490;RJ;SAO GONCALO;5447283;MED IMAGEM;MED IMAGEM ULTRA SONOGRAFIA E RADIOLOGIA LTDA;39181094000420;39181094000188;M;R DR NILO PECANHA;110;CENTRO;24445360;-22.82075;-43.03883
330490;RJ;SAO GONCALO;5447305;CENTRO DE DIAGNOSTICOS GALEAO LTDA;CENTRO DE DIAGNOSTICOS GALEAO LTDA;31160088000302;;M;RUA CAPITAO ANTONIO MARTINS;229;ALCANTARA;24710410;-22.82236;-43.00357
330490;RJ;SAO GONCALO;5447321;CENTRO DE PNEUMOLOGIA DR RODOLFO BEHRSIN LTDA;CENTRO DE PNEUMOLOGIA DR RODOLFO BEHRSIN LTDA;07286888000110;;M;RUA DOUTOR NILO PECANHA;110;CENTRO;24445360;-22.82898;-43.05630
330490;RJ;SAO GONCALO;5447348;MARISA DE ARAUJO LOPES;MARISA DE ARAUJO LOPES;;;M;RUA NESTOR PINTO ALVES;131;ALCANTARA;24711070;-22.82028;-42.99909
330490;RJ;SAO GONCALO;5447364;CLAIR JOSE DE MENDONCA FILHO;CLAIR JOSE DE MENDONCA FILHO;;;M;PRACA DR LUIZ PALMIER;53;CENTRO;24440400;-22.82292;-43.04594
330490;RJ;SAO GONCALO;5447372;ANTONIO EDMUNDO FERREIRA GONCALVES;ANTONIO EDMUNDO FERREIRA GONCALVES;;;M;RUA ANTONIO ALVES;29;ALCANTARA;24440440;-22.81912;-43.00292
330490;RJ;SAO GONCALO;5447399;FISIO VIDA LTDA;FISIO VIDA LTDA;39508650000269;;M;RUA DR NILO PECANHA;110;CENTRO;24445360;-22.82075;-43.03883
330490;RJ;SAO GONCALO;5447402;CENTRO FLUMINENSE DE OXIGENOTERAPIA HIPERBARICA;CENTRO FLUMINENSE DE OXIGENOTERAPIA HIPERBARICA LTDA;08116346000161;;M;ALAMEDA PIO XII;138;CENTRO;24440410;-22.82749;-43.05252
330170;RJ;DUQUE DE CAXIAS;5449553;CENTRO MEDICO 25 DE AGOSTO;CENTRO MEDICO 25 DE AGOSTO LTDA;36444438000106;;M;RUA PASSOS DA PATRIA;120;JARDIM 25 DE AGOSTO;25071220;-22.79128;-43.30450
330490;RJ;SAO GONCALO;5450853;GREMIO ESPORTE CLUBE;INSTITUTO SOCIAL SE LIGA;29846409000105;;M;AVENIDA KENNEDY;101;PORTO DA PEDRA;24440490;-22.82649;-43.05835
330200;RJ;ITAGUAI;5452252;ATUAL NOVACLIN;RENATA S BONFIM SERVICOS MEDICOS;07294137000145;;M;RUA GAL BOCAIUVA;785;CENTRO;23815310;-22.86420;-43.77796
330520;RJ;SAO PEDRO DA ALDEIA;5452902;UNIDADE DE SAUDE DA FAMILIA SAO JOAO II;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA;;36488708000180;M;ESTRADA DOS PASSAGEIROS;2461;SAO JOAO;28943038;-22.84851;-42.06173
330520;RJ;SAO PEDRO DA ALDEIA;5452953;UNIDADE DE SAUDE DA FAMILIA VINHATEIRO;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA;;36488708000180;M;RUA ANTONIO ARAUJO MENDONCA;01;VINHATEIRO;28943420;-22.85555;-42.04542
330455;RJ;RIO DE JANEIRO;5456932;SMS FIOCRUZ ENSP CSE GERMANO SINVAL FARIA AP 31;SMS RIO FIOCRUZ ENSP CSE GERMANO SINVAL FARIA AP 31;;33781055000135;M;RUA LEOPOLDO BULHOES;1480;MANGUINHOS;21041210;-22.87795;-43.25021
330455;RJ;RIO DE JANEIRO;5457009;SMS CMS IRACI LOPES AP 31;SMS RIO CMS IRACI LOPES AP 31;;29468055000102;M;RUA ANTONIO MENDES;02;VIGARIO GERAL;21010690;-22.903;-43.208
330510;RJ;SAO JOAO DE MERITI;3935663;ADELIA DA CONCEICAO COSTA CARVALHAL;ADELIA DA CONCEICAO COSTA CARVALHAL;;;M;RUA ANTONIO TELES DE MENEZES;41;CENTRO;25520630;-22.804;-43.372
330350;RJ;NOVA IGUACU;3937240;IBRO NOVA IGUACU;INSTITUTO DE RADIOLOGIA ORAL DE NOVA IGUACU LTDA;03074246000104;;M;RUA CORONEL FRANCISCO SOARES;71;CENTRO;26250100;-22.75818;-43.44391
330340;RJ;NOVA FRIBURGO;3937534;GESYMARY FONSECA MARTINS;GESYMARY FONSECA MARTINS;;;M;RUA SILVIO RANGEL;2;CENTRO;28610320;-22.27833;-42.52809
330510;RJ;SAO JOAO DE MERITI;3939103;PROGRAMA MUNICIPAL DE DST AIDS;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;;29138336000105;M;R PASTOR JOAQUIM ROSA;S/N;JARDIM MERITI;25555681;-22.804;-43.372
330340;RJ;NOVA FRIBURGO;3939146;HELOISA MACHADO COSTA;HELOISA MACHADO COSTA;;;M;AV ALBERTO BRAUNE;12;CENTRO;28613001;-22.28741;-42.53180
330390;RJ;PETROPOLIS;3942287;VACCINI CLINICA DE VACINACAO;PREVI PED SERVICOS MEDICOS LTDA;05556996000130;;M;RUA DO IMPERADOR;288;CENTRO;25620000;-22.50970;-43.17498
330340;RJ;NOVA FRIBURGO;3944913;CONSULTORIO ODONTOLOGICO DRA CLAUDIA MARIA DASNOY RAMOS;CLAUDIA MARIA DASNOY RAMOS;;;M;RUA PORTUGAL;40;CENTRO;28610000;-22.28036;-42.53268
330630;RJ;VOLTA REDONDA;3946401;ALEXANDRE TAVEIRA FONTES;ALEXANDRE TAVEIRA FONTES;;;M;LARGO NOVE DE ABRIL;26;VILA SANTA CECILIA;27251230;-22.523;-44.104
330580;RJ;TERESOPOLIS;3950484;MARCIA HADDAD BARROS DE MENDONCA;MARCIA HADDAD BARROS DE MENDONCA;;;M;RUA FRANCISCO SA;336;VARZEA;25953010;-22.41371;-42.96858
330390;RJ;PETROPOLIS;3950646;MARIA CLAUDIA NABUCO DE ARAUJO;MARIA CLAUDIA NABUCO DE ARAUJO;;;M;RUA MAR DEODORO;79;CENTRO;25610330;-22.51169;-43.17727
330190;RJ;ITABORAI;3952800;CLINICA DE OLHOS AVANCADA DE ITABORAI LTDA;CLINICA DE OLHOS AVANCADA DE ITABORAI LTDA;07640786000150;;M;AV 22 DE MAIO;3850;OUTEIROS DAS PEDRAS;24812226;-22.74946;-42.87590
330340;RJ;NOVA FRIBURGO;3956342;CONSULTORIO ODONTOLOGICO DR WELBER CURTY DA SILVA;WELBER CURTY DA SILVA;;;M;AV ALBERTO BRAUNE;88;CENTRO;28613001;-22.28741;-42.53180
330630;RJ;VOLTA REDONDA;3956393;ROSA MARIA MAGRANI;ROSA MARIA MAGRANI;;;M;RUA QUARENTA E UM C;611;VILA STA CECILIA;27255430;-22.52207;-44.13513
330350;RJ;NOVA IGUACU;3956830;BRONSTEIN MED DIAG NOVA IGUACU;DAMIAN MEDICINA DIAGNOSTICA LTDA;05023371000102;;M;GETULIO VARGAS;87;CENTRO;26255060;-22.76207;-43.45097
330200;RJ;ITAGUAI;3957322;UNIDADE BASICA DE SAUDE DE VILA CALIFORNIA;MUNICIPIO DE ITAGUAI;29138302002156;29138302000102;M;RUA NOSSA SENHORA DAS GRACAS;S/N;CALIFORNIA;23811310;-22.852;-43.775
330630;RJ;VOLTA REDONDA;3959325;ALC FISIOTERAPIA;A LUCIA CORREA FISIOTERAPIA E ESTETICA;32637733000128;;M;AV RETIRO;2604;RETIRO;27275264;-22.49847;-44.10952
330340;RJ;NOVA FRIBURGO;3618854;ELIZABETH TEIXEIRA DE MOURA;ELIZABETH TEIXEIRA DE MOURA;;;M;RUA PRESIDENTE KENNEDY;185;CONEGO;28621000;-22.282;-42.531
330580;RJ;TERESOPOLIS;3619834;ECO CLINICAS;ECO CLINICAS;02030204000109;;M;RUA PREF SEBASTIAO TEIXEIRA;20;VARZEA;25953190;-22.41289;-42.96507
330580;RJ;TERESOPOLIS;3619850;CENTRO MEDICO MATERNO FETAL;CENTRO MEDICO MATERNO FETAL SC LTDA;36447977000107;;M;AV LUCIO MEIRA;670;VARZEA;25953001;-22.40760;-42.96579
330340;RJ;NOVA FRIBURGO;3620190;CONSULTORIO ADRIANO MARQUES DA FONSECA;ADRIANO MARQUES DA FONSECA;;;M;RUA GENERAL OSORIO;4;CENTRO;28625630;-22.282;-42.531
330340;RJ;NOVA FRIBURGO;3620441;CONSULTORIO BEATRIZ ALVAREZ;BEATRIZ ALVAREZ CORREA DE OLIVEIRA;;;M;RUA GENERAL OSORIO;04;CENTRO;28625630;-22.282;-42.531
330340;RJ;NOVA FRIBURGO;3621073;GLAUCO ARAUJO DA ROCHA;GLAUCO ARAUJO DA ROCHA;;;M;RUA SILVIO RANGEL;21;CENTRO;28625030;-22.27833;-42.52809
330340;RJ;NOVA FRIBURGO;3621626;CONSULTORIO DR JORGE BALBI;JORGE LUIZ BALBI MOURA;;;M;RUA ERNESTO BRASILIO;30;CENTRO;28610120;-22.282;-42.531
330340;RJ;NOVA FRIBURGO;3622355;CONSULTORIO ISRAEL ENGEL;ISRAEL VIEIRA ENGEL;;;M;RUA MONTE LIBANO;55;CENTRO;28610460;-22.28265;-42.53111
330340;RJ;NOVA FRIBURGO;3622363;CONSULTORIO DELIA CELSER ENGEL;DELIA CELSER ENGEL;;;M;RUA MONTE LIBANO;55;CENTRO;28610460;-22.28265;-42.53111
330630;RJ;VOLTA REDONDA;3622460;PATRICIA MELLO DE OLIVEIRA;PATRICIA MELLO DE OLIVEIRA;;;M;RUA QUARENTA;20;VILA STA CECILIA;27260200;-22.53499;-44.12859
330340;RJ;NOVA FRIBURGO;3622711;CONSULTORIO DR CARIM;JOSE ANTONIO VERBICARIO CARIM;;;M;RUA GENERAL OSORIO;276;CENTRO;28625630;-22.282;-42.531
330340;RJ;NOVA FRIBURGO;3622762;CONSULTORIO DRA DENISE MARIA RAMOS PECCI;DENISE MARIA RAMOS PECCI;;;M;AVENIDA ALBERTO BRAUNE;18;CENTRO;28613000;-22.28741;-42.53180
330340;RJ;NOVA FRIBURGO;3622770;CONSULTORIO DR CARLOS ALBERTO PECCI;CARLOS ALBERTO PECCI;;;M;AVENIDA ALBERTO BRAUNE;18;CENTRO;28613000;-22.28741;-42.53180
330340;RJ;NOVA FRIBURGO;3623599;CONSULTORIO DR RENATO HENRIQUE;RENATO HENRIQUE GOMES DA SILVA;;;M;RUA ERNESTO BRASILIO;64;CENTRO;28610120;-22.282;-42.531
330340;RJ;NOVA FRIBURGO;3623602;CONSULTORIO WALDYR BASTOS;WALDYR LUIZ BASTOS;;;M;RUA PORTUGAL;40;CENTRO;28610000;-22.28036;-42.53268
330340;RJ;NOVA FRIBURGO;3624129;CONSULTORIO DR PERALVA;SERAFIM RIBEIRO PERALVA;;;M;RUA MARECHAL RONDON;17;CONEGO;28621130;-22.32473;-42.54436
330340;RJ;NOVA FRIBURGO;3625273;KATIA VALERIA VENENO DE LIMA;KATIA VALERIA VENENO DE LIMA;;;M;AVENIDA ALBERTO BRAUNE;04;CENTRO;28610160;-22.28341;-42.53252
330340;RJ;NOVA FRIBURGO;3625303;CONSULTORIO MARCOS JERONIMO;MARCUS JEONIMO PACHECO PEREIRA;;;M;RUA PORTUGAL;40;CENTRO;28610100;-22.28036;-42.53268
330340;RJ;NOVA FRIBURGO;3625443;CARLOS WAGNER NOGUEIRA DOS SANTOS;CARLOS WAGNER NOGUEIRA DOS SANTOS;;;M;RUA IZELINO MADURO;766;CHACARA DO PARAISO;28605300;-22.282;-42.531
330350;RJ;NOVA IGUACU;5145937;ANGELA MARIA TRIPODI;ANGELA MARIA TRIPODI;;;M;AVENIDA GOVERNADOR AMARAL PEIXOTO;427;CENTRO;26210060;-22.75566;-43.46104
330350;RJ;NOVA IGUACU;5146046;ADELINO JOAQUIM COELHO MONTEIRO;ADELINO JOAQUIM COELHO MONTEIRO;;;M;AVENIDA AMARAL PEIXOTO;130;CENTRO;26210060;-22.75960;-43.45197
330350;RJ;NOVA IGUACU;5146070;RAFAEL SILVA RAMALHO;RAFAEL SILVA RAMALHO;;;M;RUA COMENDADOR SOARES;51;CENTRO;26255350;-22.76048;-43.45608
330630;RJ;VOLTA REDONDA;5146135;MED LIFE;MED LIFE HOSPITALITY SERVICOS MEDICOS E HOTELARIA LTDA EP;04340862000114;;M;RUA DUZENTOS E NOVE;13;CONFORTO;27263505;-22.52488;-44.12488
